data
2389.75
2389.75
2389.75
2338.84
2315.45
2344.45
2386.67
2358.54
2358.54
2358.54
2358.54
2380.96
2358.64
2340.42
2351.23
2351.23
2351.23
2351.23
2371.77
2363.69
2381.54
2373.86
2373.86
2373.86
2370.77
2370.08
2370.95
2372.63
2367.76
2367.76
2367.76
2363.75
2358.16
2364.13
2365.08
2361.92
2361.92
2361.92
2365.79
2364.16
2358.61
2344.94
2346.04
2346.04
2346.04
2338.27
2330.62
2331.7
2327.45
2318.12
2318.12
2318.12
2318.12
2311.83
2308.58
2308.7
2323.77
2323.77
2323.77
2327.98
2329.67
2333.65
2333.7
2338.93
2338.93
2338.93
2324.89
2325.69
2334.11
2340.34
2332.72
2332.72
2332.72
2346.71
2362.36
2386.47
2374.46
2371.43
2371.43
2371.43
2371.43
2361.78
2382.3
2382.3
2382.3
2382.3
2382.3
2397.25
2393.32
2376.48
2363.23
2365.98
2365.98
2365.98
2374.47
2369.67
2362.28
2353.16
2349.8
2349.8
2349.8
2331.95
2335.4
2328.74
2346.09
2363.96
2363.96
2363.96
2363.3
2355.64
2344.45
2336.35
2336.25
2336.25
2336.25
2343.97
2342.56
2338.07
2344.87
2348.32
2348.32
2348.32
2349.59
2345.45
2337.08
2338.44
2339.06
2339.06
2339.06
2339.06
2339.77
2340.99
2344
2348.69
2348.69
2348.69
2347.25
2341.72
2339.44
2336.99
2337
2337
2337
2329.05
2328.69
2329.35
2330.79
2332.79
2332.79
2332.79
2332.79
2338.89
2339.67
2336.65
2330.93
2330.93
2330.93
2330.93
2331.38
2347.83
2361.41
2349.17
2349.17
2349.17
2345.6
2334.27
2330.33
2326.43
2322.05
2322.05
2322.05
2319.11
2314.89
2316.45
2319.27
2320.29
2320.29
2320.29
2323.19
2327.9
2331.81
2324.22
2324.69
2324.69
2324.69
2324.69
2338.17
2338.86
2332.7
2330.72
2330.72
2330.72
2324.37
2323.08
2326.09
2329.4
2332.07
2332.07
2332.07
2320.26
2312.73
2312.73
2312.82
2316.42
2316.42
2316.42
2315.39
2316.93
2313.84
2311.43
2308.49
2308.49
2308.49
2308.42
2305.95
2306.51
2307.4
2307.69
2307.69
2307.69
2308.3
2305.63
2299.75
2313.52
2308.38
2308.38
2308.38
2308.38
2301.74
2303.2
2307.45
2309.83
2309.83
2309.83
2304.26
2302.59
2305.05
2305.87
2306.71
2306.71
2306.71
2305.15
2304.3
2302.78
2298.85
2295.31
2295.31
2295.31
2295.31
2286.61
2279.95
2289.3
2305.09
2305.09
2305.09
2306.71
2295.02
2290.02
2299.82
2301.99
2301.99
2301.99
2295.57
2300.58
2291.05
2292.59
2290.03
2290.03
2290.03
2289.18
2290.74
2293.29
2289.61
2288.22
2288.22
2288.22
2289.13
2289.79
2294.12
2302.79
2303.01
2303.01
2303.01
2303.01
2299.94
2299.47
2298.99
2294.75
2294.75
2294.75
2294.75
2288.69
2283.96
2289.15
2288.69
2288.69
2288.69
2285.37
2284.05
2288.52
2289.87
2289.57
2289.57
2289.57
2287.51
2285.83
2285.24
2283.78
2282.76
2282.76
2282.76
2282.76
2282.67
2280.94
2280.19
2280.19
2280.19
2280.19
2280.19
2280.43
2278.23
2277.99
2277.73
2277.73
2277.73
2276.64
2278.48
2277.92
2277.92
2275.4
2275.4
2275.4
2273.08
2274.04
2274.71
2272.95
2274.39
2274.39
2274.39
2274.1
2274.19
2274.06
2274.06
2275.09
2275.09
2275.09
2275.47
2275.33
2275.45
2276.7
2277.85
2277.85
2277.85
2286.83
2286.46
2285.61
2283.47
2282.36
2282.36
2282.36
2282.36
2283.11
2282.35
2284.22
2284.22
2284.22
2284.22
2284.22
2282.27
2282.13
2279.99
2278.4
2278.4
2278.4
2278.4
2276.58
2274.73
2274.59
2273.31
2273.31
2273.31
2273.31
2270.88
2271.55
2269.7
2269.41
2269.41
2269.41
2262.04
2262.87
2273.5
2270.85
2266.66
2266.66
2266.66
2265.65
2267.63
2267.39
2266.07
2265.22
2265.22
2265.22
2259.64
2256.57
2259.07
2256.95
2253.1
2253.1
2253.1
2254.03
2254.98
2253.68
2254.11
2253.89
2253.89
2253.89
2253.89
2253.42
2251.78
2249.9
2246.18
2246.18
2246.18
2247.32
2245.71
2247.48
2251.45
2256.17
2256.17
2256.17
2259.12
2258.11
2254.55
2257.67
2265.15
2265.15
2265.15
2263.46
2262.41
2259.53
2258.01
2257.01
2257.01
2257.01
2257.01
2259.19
2263.31
2265.49
2266.95
2266.95
2266.95
2268.35
2276.08
2286.73
2289.98
2293.38
2293.38
2293.38
2296.18
2288.67
2294.99
2313.05
2342.35
2342.35
2342.35
2352.58
2336.26
